Name,AbrahamSimpson,HomerSimpson,BartSimpson,LisaSimpson,MaggieSimpson
NM_001143812.2,0.000,0.000,0.000,0.000,0.000
NM_001143813.2,0.000,0.000,0.000,13.793,0.000
NM_001709.5,0.000,0.000,0.000,0.000,0.000
NM_001143814.2,0.000,0.000,0.000,0.000,0.000
NM_170734.4,0.000,0.000,0.000,0.000,0.000
NM_001143816.2,0.000,0.000,0.000,0.000,0.000
NM_170735.6,0.000,0.000,0.000,0.000,0.000
NM_001098517.2,32.000,0.000,0.000,32.000,28.132
XM_005271494.4,0.000,0.000,0.000,0.000,0.000
NM_001301045.2,0.000,0.000,0.000,0.000,0.000
NM_014333.4,0.000,0.000,0.000,0.000,0.000
NM_001301044.2,0.000,0.000,0.000,0.000,0.000
NM_001301043.2,0.000,0.000,0.000,0.000,0.000
XM_047426695.1,0.000,32.000,32.000,0.000,0.000
XM_017017457.3,0.000,0.000,0.000,0.000,0.000
XM_047426691.1,0.000,0.000,0.000,0.000,0.000
XM_047426690.1,0.000,0.000,0.000,0.000,0.000
XM_047426693.1,0.000,0.000,0.000,0.000,0.000
XM_047426692.1,0.000,0.000,0.000,0.000,0.000
XM_047426694.1,0.000,0.000,0.000,0.000,0.000
XM_054368269.1,0.000,0.000,0.000,0.000,3.868
XM_054368264.1,0.000,0.000,0.000,0.000,0.000
XM_054368266.1,0.000,0.000,0.000,0.000,0.000
XM_054368265.1,0.000,0.000,0.000,0.000,0.000
XM_054368268.1,0.000,0.000,0.000,0.000,0.000
XM_054368267.1,0.000,0.000,0.000,0.000,0.000
XM_054368270.1,0.000,0.000,0.000,0.000,0.000
NM_001375961.1,21.258,0.000,47.670,0.000,0.000
NM_001375960.1,0.000,0.000,0.000,0.000,42.858
NM_001167675.2,0.000,0.000,0.000,0.000,0.000
NM_001375964.1,10.742,0.000,0.000,44.807,0.000
NM_001375968.1,0.000,32.000,0.000,0.000,0.000
NM_001375967.1,0.000,0.000,0.000,0.000,0.000
NM_001167674.2,0.000,0.000,0.000,0.000,0.000
NM_001381963.1,0.000,0.000,0.000,0.000,0.000
XM_017006062.3,0.000,0.000,0.000,0.000,0.000
NM_001381964.1,0.000,0.000,0.000,11.193,11.845
XM_047447872.1,0.000,0.000,1.314,0.000,1.298
NM_001256504.2,0.000,0.000,0.000,0.000,0.000
NM_001256502.2,0.000,0.000,0.000,0.000,0.000
NM_001256505.2,0.000,0.000,7.016,0.000,0.000
NM_001256503.2,0.000,0.000,0.000,0.000,0.000
NM_153184.4,0.000,0.000,0.000,0.000,0.000
XM_017006063.3,0.000,0.000,0.000,0.000,0.000
XM_054345952.1,0.000,0.000,0.000,0.000,0.000
XM_054345954.1,0.000,0.000,0.000,0.000,0.000
XM_054345953.1,0.000,0.000,0.000,0.000,0.000
NM_001742.4,32.000,27.334,13.877,25.848,13.905
NM_001164737.3,0.000,4.666,18.123,6.152,18.095
NM_001164738.2,0.000,0.000,0.000,0.000,0.000
NM_001370546.1,0.000,0.000,0.000,0.000,31.003
NM_001424094.1,0.000,8.420,0.000,0.000,0.000
NM_001370547.1,0.000,0.000,0.000,0.000,0.000
NM_001424096.1,0.000,0.000,0.000,0.000,0.000
NM_001424097.1,0.000,21.454,19.720,0.000,0.000
NM_001424095.1,0.000,0.000,16.225,0.000,0.000
NM_001370545.1,0.000,0.000,0.000,0.000,0.000
NM_016083.6,0.000,24.828,0.000,0.000,23.026
NM_001160226.3,0.000,0.000,0.000,0.000,0.000
NM_001365870.2,0.000,0.000,0.000,0.000,0.000
NM_001365869.2,0.000,0.000,13.238,0.000,0.000
NM_001160258.3,0.000,0.000,0.000,0.000,0.000
NM_001424098.1,0.000,0.000,0.000,0.000,0.000
XM_047418171.1,5.391,0.000,0.000,48.130,0.000
NM_001365872.2,0.000,0.000,0.000,0.000,0.000
XM_047418173.1,0.000,0.000,0.000,0.000,0.000
NM_001160259.3,0.000,0.000,0.000,0.000,0.000
NM_001365874.3,0.000,0.000,0.000,0.000,0.000
XM_047418172.1,0.000,0.000,0.000,0.000,0.000
NM_033181.4,48.279,0.000,0.000,0.000,0.000
XM_054354204.1,0.000,0.000,0.000,0.000,0.000
XM_054354206.1,0.000,0.000,0.000,0.000,0.000
XM_054354205.1,0.000,0.000,0.000,0.000,0.000
XM_005265821.4,0.000,0.000,0.000,0.000,0.000
NM_153607.3,0.000,0.000,0.000,0.000,0.000
XM_011534442.2,19.144,0.000,24.990,29.824,28.203
NM_001168394.2,0.000,0.000,0.000,0.000,0.000
NM_001168393.2,7.995,0.000,2.935,0.000,0.000
XM_047416801.1,0.000,0.000,0.000,0.000,0.000
XM_047416802.1,0.000,0.000,0.000,0.000,0.000
XM_006714822.5,0.000,22.402,0.000,0.000,0.000
XM_054351764.1,0.000,0.000,0.000,0.000,0.000
XM_054351766.1,0.000,0.000,0.000,0.000,0.000
XM_054351765.1,0.000,0.000,0.000,0.000,0.000
NR_169285.1,0.000,0.000,0.000,0.000,0.000
NR_169289.1,0.000,0.000,0.000,0.000,0.000
NR_169290.1,0.000,0.000,0.000,0.000,0.000
NR_169284.1,0.000,0.000,30.900,0.000,0.000
NR_169291.1,0.000,0.000,0.000,0.000,0.000
NR_169283.1,0.000,0.000,0.000,0.000,35.734
NR_158699.2,0.000,0.000,11.976,0.000,0.000
NR_169287.1,0.000,0.000,0.000,5.717,0.000
NR_169286.1,0.000,0.000,0.000,0.000,0.000
NR_169292.1,0.000,0.000,0.000,0.000,0.000
NR_169288.1,0.000,0.000,0.000,0.000,0.000
NM_001384615.1,0.000,0.000,0.000,0.000,0.000
NM_001384619.1,0.000,0.000,0.000,0.000,0.000
NM_001384631.1,8.674,0.000,0.000,0.000,0.000
NM_001384620.1,0.000,0.000,0.000,0.000,0.000
NM_001384618.1,0.000,0.000,0.000,0.000,0.000
NM_001384630.1,30.060,0.000,0.000,0.000,0.000
NM_001384617.1,0.000,0.000,0.000,0.000,0.000
NM_001384622.1,0.000,0.000,0.000,0.000,0.000
NM_139159.5,0.000,0.000,0.000,0.000,0.000
NM_001384629.1,0.000,0.000,0.000,29.394,0.000
NM_001384625.1,0.000,0.000,0.000,0.000,0.000
NM_001384623.1,0.000,0.000,0.000,0.000,0.000
XM_011528405.2,0.000,0.000,0.000,0.000,0.000
NM_001384626.1,0.000,0.000,0.000,0.000,0.000
NM_001384624.1,0.000,0.000,0.000,0.000,0.000
NM_001384621.1,0.000,0.000,0.000,0.000,0.000
NM_001384612.1,0.000,0.000,0.000,0.000,0.000
NM_001384627.1,0.000,0.000,0.000,0.000,0.000
NM_001384613.1,0.000,0.000,0.000,0.000,0.000
NM_001384628.1,0.000,0.000,0.000,0.000,0.000
XM_047439653.1,0.000,0.000,0.000,0.000,0.000
NM_001384614.1,0.000,37.684,0.000,0.000,0.000
NM_001384611.1,0.000,0.000,0.000,0.000,0.000
XM_047439652.1,0.000,0.000,0.000,7.219,0.000
NM_001384635.1,0.000,0.000,0.000,0.000,6.401
NM_001384638.1,0.000,0.000,0.000,0.000,0.000
NM_001384637.1,0.000,0.000,0.000,0.000,0.000
NM_001384634.1,0.000,0.000,0.000,0.000,0.000
NM_001365987.2,0.000,0.000,0.000,0.000,0.000
NM_001384633.1,0.000,0.000,0.000,0.000,0.000
NM_001384632.1,0.000,0.000,0.000,0.000,0.000
NM_001384636.1,0.000,0.000,0.000,0.000,0.000
NM_001384616.1,0.000,0.000,0.000,0.000,0.000
XM_047439654.1,0.000,0.000,0.000,0.000,0.000
NR_156761.1,3.212,2.118,0.000,0.000,0.000
XR_007064911.1,0.000,0.000,0.000,0.000,0.000
NM_001363905.1,0.000,0.000,0.000,0.000,0.000
NM_001363891.1,0.000,0.000,3.952,0.000,0.000
NM_001363898.1,0.000,0.000,0.000,0.000,0.000
NM_001363899.1,0.000,0.000,0.000,0.000,0.000
NM_001363894.1,0.000,0.000,0.000,0.000,0.000
NM_001363988.1,0.000,0.000,0.000,0.000,0.000
NM_001363896.1,0.000,0.000,0.000,0.000,0.000
NM_001363903.1,0.000,0.000,0.000,0.000,2.661
NM_001363900.1,0.000,0.000,0.000,4.017,0.000
NM_001363901.1,0.000,0.000,0.000,4.017,0.000
NM_001363897.1,0.000,0.000,0.000,0.000,0.000
XM_047434606.1,0.000,0.000,0.000,0.000,0.000
XM_047434607.1,0.000,0.000,0.000,0.000,0.000
XM_011523314.4,0.000,0.000,10.138,0.000,0.000
XM_011523316.4,0.000,0.000,6.638,0.000,0.000
XM_017023656.3,11.890,20.622,0.000,0.000,8.485
XM_024450437.2,3.472,0.000,0.000,0.000,0.000
XM_017023654.3,0.000,0.000,0.000,0.000,0.000
XM_011523315.4,0.000,0.000,0.000,0.000,0.000
XM_047434608.1,0.000,0.000,0.000,0.000,0.000
XM_017023657.3,0.000,0.000,0.000,0.000,0.000
XM_047434609.1,0.000,0.000,0.000,0.000,0.000
NM_001080432.3,0.000,0.000,0.000,0.000,0.000
XM_054313884.1,0.000,0.000,0.000,0.000,0.000
XM_054313885.1,0.000,0.000,0.000,0.000,0.000
XM_054313886.1,0.000,0.000,0.000,0.000,0.000
XM_054313889.1,0.000,0.000,0.000,0.000,0.000
XM_054313890.1,0.000,0.000,0.000,10.585,0.000
XM_054313893.1,0.000,0.000,0.000,0.000,0.000
XM_054313887.1,0.000,0.000,0.000,0.000,0.000
XM_054313888.1,0.000,0.000,0.000,0.000,0.000
XM_054313891.1,0.000,0.000,0.000,0.000,0.000
XM_054313892.1,0.000,0.000,0.000,0.000,0.000
XM_047438600.1,0.000,0.000,0.000,0.000,0.000
XM_047438599.1,0.000,0.000,0.000,0.000,0.000
XM_011526710.3,0.000,0.000,0.000,0.000,0.000
XM_011526709.3,0.000,0.000,28.867,0.000,0.000
NM_000164.4,21.881,0.000,0.000,0.000,0.000
XM_011526713.3,0.000,0.000,0.000,0.000,25.477
NM_001308418.2,0.000,34.908,0.000,0.000,0.000
XM_047438601.1,0.000,0.000,4.853,0.000,0.000
XM_011526716.3,0.000,0.000,0.000,0.000,13.756
XM_047438602.1,0.000,0.000,0.000,0.000,0.000
XM_047438603.1,0.000,0.000,0.000,0.000,0.000
XM_011526715.3,0.000,0.000,0.000,0.000,0.000
XM_054320524.1,0.000,0.000,0.000,0.000,0.000
XM_054320523.1,0.000,0.000,0.000,0.000,0.000
XM_054320521.1,0.000,0.000,0.000,0.000,0.000
XM_054320520.1,0.000,0.000,0.000,0.000,0.000
XM_054320525.1,0.000,0.000,0.000,0.000,0.000
XM_054320526.1,0.000,0.000,0.000,1.246,0.000
XM_054320528.1,17.960,0.000,0.000,0.000,0.000
XM_054320529.1,0.000,0.000,0.000,0.000,0.000
XM_054320530.1,0.000,0.000,0.000,0.000,0.000
XM_054320522.1,0.000,0.000,0.000,36.166,0.000
XM_054320527.1,0.000,0.000,0.000,0.000,0.000
NM_194251.3,55.013,58.617,55.785,47.667,52.340
NM_006794.4,34.302,44.542,37.576,42.223,41.506
NM_001244189.2,0.000,0.000,0.000,0.000,0.000
NM_001244190.2,0.000,0.000,0.000,0.000,0.000
NM_001244192.2,0.000,0.000,0.000,0.000,0.000
NM_001244191.2,0.000,0.000,0.000,17.770,23.743
XM_047432009.1,0.000,0.000,0.000,0.000,0.000
XM_024449779.2,0.000,0.000,0.000,0.000,0.000
XM_024449781.2,0.000,0.000,0.000,0.000,0.000
XM_047432000.1,0.000,0.000,0.000,0.000,0.000
XM_047432003.1,0.000,0.000,0.000,0.000,0.000
XM_047432006.1,20.529,0.000,30.766,0.000,0.000
XM_024449780.2,0.000,0.000,0.000,0.000,0.000
XM_024449791.2,0.000,0.000,0.000,0.000,0.000
NM_001329944.2,0.000,0.000,0.000,0.000,0.000
NM_001329943.3,0.000,0.000,0.000,0.000,0.000
NM_001329946.2,0.000,0.000,0.000,0.000,0.000
XM_047432001.1,0.000,0.000,0.000,0.000,0.000
NM_001329947.2,0.000,0.000,0.000,0.000,0.000
XM_047432012.1,0.000,0.000,0.000,0.000,0.000
NM_014749.5,0.000,0.000,0.000,9.372,0.000
XM_047432002.1,0.000,30.121,0.000,0.000,0.000
NM_001364701.2,0.000,0.000,0.000,0.000,0.000
NM_001329945.2,0.000,0.000,0.000,0.000,0.000
XM_047432004.1,9.736,0.000,0.000,0.000,0.000
XM_047432010.1,0.000,0.000,0.000,0.000,0.000
XM_047432007.1,0.000,0.000,0.000,0.000,0.000
XM_047432013.1,0.000,0.000,0.000,2.446,0.000
XM_047432008.1,0.000,0.000,0.000,0.000,0.000
XM_047432014.1,0.000,0.000,0.000,0.000,0.000
XM_047432005.1,0.000,0.000,0.000,0.000,0.000
XM_047432011.1,0.000,0.000,0.000,0.000,0.000
XM_047432015.1,0.000,0.000,0.000,0.000,0.000
NM_001364700.1,0.000,0.000,0.000,0.000,0.000
XM_024449787.2,0.000,0.000,0.000,0.000,0.000
NM_001244193.2,0.000,0.000,0.000,0.000,8.640
XM_054377121.1,0.000,0.000,0.000,0.000,0.000
XM_054377128.1,0.000,0.000,0.000,0.000,0.000
XM_054377116.1,0.000,0.000,0.000,0.000,0.000
XM_054377118.1,0.000,0.000,0.000,0.000,0.000
XM_054377119.1,0.000,0.000,0.000,0.000,0.000
XM_054377122.1,0.000,0.000,0.000,0.000,0.000
XM_054377125.1,0.000,0.000,0.000,0.000,0.000
XM_054377117.1,0.000,0.000,0.000,0.000,0.000
XM_054377136.1,0.000,0.000,0.000,0.000,0.000
XM_054377120.1,0.000,0.000,0.000,0.000,0.000
XM_054377131.1,0.000,0.000,0.000,0.000,0.000
XM_054377123.1,0.000,0.000,0.000,0.000,0.000
XM_054377129.1,0.000,0.000,0.000,0.000,0.000
XM_054377126.1,0.000,0.000,0.000,0.000,0.000
XM_054377132.1,0.000,0.000,0.000,0.000,0.000
XM_054377127.1,0.000,0.000,0.000,0.000,0.000
XM_054377133.1,0.000,0.000,0.000,0.000,0.000
XM_054377124.1,0.000,0.000,0.000,0.000,0.000
XM_054377130.1,0.000,0.000,0.000,0.000,0.000
XM_054377135.1,0.000,0.000,0.000,0.000,0.000
XM_054377134.1,0.000,0.000,0.000,0.000,0.000
XR_938783.2,0.000,0.000,0.000,0.000,0.000
XM_047416253.1,0.000,0.000,0.000,0.000,0.000
XM_047416259.1,0.000,0.000,0.000,0.000,0.000
XM_047416258.1,0.000,0.000,0.000,0.000,0.000
XM_047416255.1,0.000,0.000,0.000,0.000,0.000
XM_047416252.1,0.000,0.000,0.000,0.000,9.710
XM_047416268.1,0.000,0.000,0.000,0.000,0.000
XM_047416256.1,0.000,0.000,0.000,0.000,0.000
XM_047416262.1,11.189,0.000,0.000,0.000,0.000
XM_047416251.1,0.000,0.000,0.000,0.000,0.000
XM_047416257.1,0.000,0.000,0.000,0.000,0.000
XM_047416263.1,0.000,0.000,0.000,0.000,0.000
XM_047416254.1,0.000,0.000,0.000,0.000,0.000
XM_011532320.4,0.000,0.000,0.000,0.000,0.000
XM_047416260.1,0.000,0.000,0.000,4.893,0.000
NM_001384125.1,0.000,0.000,0.000,0.000,0.000
XM_011532325.2,0.000,0.000,0.000,0.000,0.000
XM_011532324.2,0.000,0.000,0.000,0.000,0.000
XM_047416265.1,0.000,0.000,0.000,0.000,0.000
XM_005263282.2,0.000,0.000,0.000,0.000,0.000
XM_017008695.2,0.000,0.000,0.000,0.000,0.000
XM_005263287.2,0.000,0.000,0.000,0.000,0.000
XM_017008697.2,0.000,0.000,0.000,0.000,0.000
XM_011532323.2,0.000,0.000,0.000,0.000,0.000
XM_047416266.1,0.000,0.000,0.000,0.000,0.000
XM_047416267.1,0.000,0.000,0.000,0.000,0.000
XM_047416271.1,0.000,0.000,0.000,0.000,0.000
XM_011532326.2,0.000,0.000,0.000,0.000,0.000
XM_011532322.2,0.000,0.000,0.000,0.000,0.000
XM_006714344.2,0.000,0.000,0.000,0.000,0.000
XM_047416269.1,0.000,0.000,0.000,0.000,0.000
XM_047416261.1,0.000,0.000,0.000,0.000,0.000
XM_047416270.1,0.000,0.000,0.000,0.000,0.000
XM_047416273.1,0.000,14.497,0.000,0.000,0.000
XM_047416275.1,0.000,0.000,0.000,0.000,0.000
XM_047416276.1,0.000,0.000,0.000,0.000,0.000
XM_047416277.1,0.000,0.000,0.000,12.611,0.000
XM_017008699.2,0.000,0.000,0.000,0.000,0.000
NM_015312.4,0.000,0.000,0.000,0.000,0.000
XM_047416264.1,0.000,0.000,0.000,0.000,0.000
XM_047416272.1,0.000,0.000,12.336,0.000,0.000
XM_011532330.2,0.000,0.000,0.000,0.000,0.000
XM_024454243.1,0.000,0.000,0.000,0.000,0.000
XM_017008698.2,0.000,0.000,2.748,0.000,0.000
XM_054350987.1,0.000,0.000,0.000,0.000,0.000
XM_054350999.1,0.000,0.000,0.000,0.000,0.000
XM_054350993.1,0.000,0.000,0.000,0.000,0.000
XM_054350992.1,0.000,0.000,0.000,0.000,0.000
XM_054350986.1,0.000,0.000,0.000,0.000,9.710
XM_054351010.1,0.000,0.000,0.000,0.000,0.000
XM_054350990.1,0.000,0.000,0.000,0.000,0.000
XM_054351001.1,11.189,0.000,0.000,0.000,0.000
XM_054350985.1,0.000,0.000,0.000,0.000,0.000
XM_054350991.1,0.000,0.000,0.000,0.000,0.000
XM_054351002.1,0.000,0.000,0.000,0.000,0.000
XM_054350988.1,0.000,0.000,0.000,0.000,0.000
XM_054350984.1,0.000,0.000,0.000,0.000,0.000
XM_054350998.1,0.000,0.000,0.000,4.893,0.000
XM_054350996.1,0.000,0.000,0.000,0.000,0.000
XM_054350995.1,0.000,0.000,0.000,0.000,0.000
XM_054351004.1,0.000,0.000,0.000,0.000,0.000
XM_054351005.1,0.000,0.000,0.000,0.000,0.000
XM_054351008.1,0.000,0.000,0.000,0.000,0.000
XM_054351007.1,0.000,0.000,0.000,0.000,0.000
XM_054351012.1,0.000,0.000,0.000,0.000,0.000
XM_054350994.1,0.000,0.000,0.000,0.000,0.000
XM_054351006.1,0.000,0.000,0.000,0.000,0.000
XM_054351009.1,0.000,0.000,0.000,0.000,0.000
XM_054351014.1,0.000,0.000,0.000,0.000,0.000
XM_054350997.1,0.000,0.000,0.000,0.000,0.000
XM_054350989.1,0.000,0.000,0.000,0.000,0.000
XM_054351024.1,0.000,0.000,0.000,0.000,0.000
XM_054351011.1,0.000,0.000,0.000,0.000,0.000
XM_054351000.1,0.000,0.000,0.000,0.000,0.000
XM_054351013.1,0.000,0.000,0.000,0.000,0.000
XM_054351003.1,0.000,0.000,0.000,0.000,0.000
XM_054351015.1,0.000,0.000,12.336,0.000,0.000
XM_054351017.1,0.000,0.000,0.000,0.000,0.000
XM_054351018.1,0.000,0.000,0.000,0.000,0.000
XM_054351019.1,0.000,0.000,0.000,0.000,0.000
XM_011538224.4,0.000,0.000,19.040,40.498,0.000
NM_173598.6,0.000,0.000,12.307,0.003,0.000
XM_011538225.4,43.996,0.000,0.000,0.000,0.000
XM_017019210.3,0.000,31.420,0.000,0.000,0.000
XM_017019208.3,0.000,0.000,12.245,0.000,0.000
XM_011538226.4,0.000,14.903,0.000,0.000,8.793
XM_011538229.4,0.000,0.000,0.000,0.000,0.000
XM_017019209.3,0.000,0.000,0.000,0.000,0.000
XM_054371839.1,0.000,0.000,0.000,0.000,37.382
XM_054371841.1,0.000,0.000,0.000,0.000,0.000
XM_054371845.1,0.000,0.000,0.000,0.000,0.000
XM_054371840.1,0.000,0.000,0.000,0.000,0.000
XM_054371842.1,0.000,0.000,0.000,0.000,0.000
XM_054371844.1,0.000,0.000,0.000,7.318,0.000
XM_054371843.1,0.000,0.000,0.000,0.000,0.000
NM_000230.3,0.000,0.000,60.929,11.568,60.128
XM_005250340.6,22.351,31.189,0.000,52.651,0.000
XM_054358206.1,0.000,0.000,0.000,0.000,0.000
NM_001003679.3,0.000,0.000,0.000,0.000,0.000
NM_001003680.3,44.167,0.000,0.000,0.000,0.000
NM_002303.6,0.000,37.173,7.994,7.687,0.000
NM_001198689.2,19.229,3.936,0.000,12.537,13.478
NM_001198687.2,0.000,0.000,0.000,0.000,0.000
NM_001198688.1,0.000,16.328,0.000,0.000,0.000
NM_005912.3,7.501,5.634,39.989,14.374,30.859
XM_017010220.2,0.000,0.000,0.000,0.000,0.000
XM_017010221.3,0.000,0.000,0.000,0.000,0.000
NM_001346542.2,0.000,6.064,0.000,0.000,0.000
XM_047418132.1,0.000,0.000,0.000,32.773,0.000
NM_001346543.2,0.000,0.000,29.572,0.000,0.000
NM_138409.4,24.283,33.168,0.000,0.000,2.544
NM_001346541.2,0.000,0.000,0.000,0.000,0.000
NM_001346544.2,0.000,0.000,0.000,0.000,0.000
XM_047418133.1,20.560,0.000,0.000,0.000,0.000
XM_054354133.1,0.000,0.000,0.000,0.000,37.589
NR_045259.2,0.000,0.000,25.158,0.000,0.000
XM_047425977.1,0.000,0.000,0.000,0.000,0.000
XM_006717525.3,0.000,31.259,0.000,0.000,23.657
XM_006717524.3,0.000,0.000,0.000,0.000,0.000
XM_017016865.3,0.000,0.000,0.000,0.000,0.000
NM_001244973.2,0.000,0.000,0.000,0.000,0.000
XM_047425976.1,0.000,0.000,0.000,0.000,0.000
NM_001244972.2,0.000,0.000,0.000,0.000,0.000
NM_001330068.2,0.000,0.000,0.000,0.000,0.000
NM_003873.7,0.000,0.000,0.000,0.000,0.000
XM_006717522.3,0.000,0.000,0.000,0.000,0.000
XM_006717521.3,0.000,0.000,0.000,0.000,0.000
XM_047425978.1,23.244,0.000,0.000,16.275,0.000
XM_011519756.3,0.000,0.000,0.000,0.000,0.000
XM_011519755.4,0.000,0.000,0.000,0.000,0.000
XM_006717526.3,0.000,0.000,0.000,0.000,0.000
NM_001024629.3,0.000,0.000,0.000,0.000,0.000
NM_001024628.3,0.000,0.000,0.000,0.000,0.000
XM_054367078.1,2.739,1.265,2.845,13.335,1.319
XM_054367073.1,0.000,0.000,0.000,0.000,0.000
XM_054367076.1,0.000,0.000,0.000,0.000,0.000
XM_054367081.1,0.000,0.000,0.000,0.000,0.000
XM_054367077.1,0.000,0.000,0.000,0.000,0.000
XM_054367072.1,0.000,0.000,0.000,0.000,0.000
XM_054367089.1,0.000,0.000,0.000,0.000,0.000
