Name,AbrahamSimpson,HomerSimpson,BartSimpson,LisaSimpson,MaggieSimpson
XM_047428302.1,0.000,0.000,0.000,0.000,0.000
XM_011537913.3,0.000,0.000,17.692,18.329,23.172
XM_047428308.1,0.000,0.000,0.000,0.000,0.000
XM_011537915.3,12.054,0.000,0.000,0.000,0.000
XM_047428305.1,0.000,0.000,0.000,0.000,0.000
XM_047428303.1,0.000,0.000,0.000,0.000,0.000
XM_047428307.1,0.000,0.000,0.000,0.000,0.000
XM_047428306.1,0.000,0.000,0.000,0.000,0.000
XM_011537918.3,0.000,3.704,1.356,0.000,8.828
NM_001286615.2,0.000,0.000,0.000,0.000,0.000
NM_178826.4,0.000,0.000,0.000,0.000,0.000
XM_011537916.3,0.000,0.000,12.952,0.000,0.000
NM_001286616.1,0.000,28.296,0.000,0.000,0.000
XM_024448842.2,0.000,0.000,0.000,0.000,0.000
XM_024448841.2,19.946,0.000,0.000,0.000,0.000
XM_054371108.1,0.000,0.000,0.000,0.000,0.000
XM_054371111.1,0.000,0.000,0.000,0.000,0.000
XM_054371105.1,0.000,0.000,0.000,0.000,0.000
XM_054371107.1,0.000,0.000,0.000,0.000,0.000
XM_054371106.1,0.000,0.000,0.000,0.000,0.000
XM_054371104.1,0.000,0.000,0.000,0.000,0.000
XM_054371113.1,0.000,0.000,0.000,0.000,0.000
XM_054371112.1,0.000,0.000,0.000,0.000,0.000
XM_054371109.1,0.000,0.000,0.000,0.000,0.000
XM_054371110.1,0.000,0.000,0.000,0.000,0.000
XM_054371117.1,0.000,0.000,0.000,0.000,0.000
XM_054371114.1,0.000,0.000,0.000,0.000,0.000
NM_170731.5,3.268,0.000,0.000,0.000,0.000
NM_001143805.1,11.604,19.799,0.000,0.000,5.624
NM_001143806.1,0.000,0.000,0.000,0.000,17.168
NM_170732.4,0.000,12.201,46.067,0.000,0.000
NM_001143807.2,0.000,0.000,0.000,26.793,0.000
NM_170733.4,4.615,0.000,0.000,0.000,33.208
NM_001143808.2,0.000,0.000,9.933,0.000,0.000
NM_001143809.2,8.176,0.000,0.000,0.000,0.000
NM_001143810.2,4.337,0.000,0.000,10.494,0.000
NM_001143811.2,0.000,0.000,0.000,0.000,0.000
NM_001143812.2,0.000,0.000,0.000,0.000,0.000
NM_001143813.2,0.000,0.000,0.000,18.712,0.000
NM_001709.5,0.000,0.000,0.000,0.000,0.000
NM_001143814.2,0.000,0.000,0.000,0.000,0.000
NM_170734.4,0.000,0.000,0.000,0.000,0.000
NM_001143816.2,0.000,0.000,0.000,0.000,0.000
NM_170735.6,0.000,0.000,0.000,0.000,0.000
NM_001098517.2,32.000,0.000,0.000,32.000,28.132
XM_005271494.4,0.000,0.000,0.000,0.000,0.000
NM_001301045.2,0.000,0.000,0.000,0.000,0.000
NM_014333.4,0.000,0.000,0.000,0.000,0.000
NM_001301044.2,0.000,0.000,0.000,0.000,0.000
NM_001301043.2,0.000,0.000,0.000,0.000,0.000
XM_047426695.1,0.000,32.000,32.000,0.000,0.000
XM_017017457.3,0.000,0.000,0.000,0.000,0.000
XM_047426691.1,0.000,0.000,0.000,0.000,0.000
XM_047426690.1,0.000,0.000,0.000,0.000,0.000
XM_047426693.1,0.000,0.000,0.000,0.000,0.000
XM_047426692.1,0.000,0.000,0.000,0.000,0.000
XM_047426694.1,0.000,0.000,0.000,0.000,0.000
XM_054368269.1,0.000,0.000,0.000,0.000,3.868
XM_054368264.1,0.000,0.000,0.000,0.000,0.000
XM_054368266.1,0.000,0.000,0.000,0.000,0.000
XM_054368265.1,0.000,0.000,0.000,0.000,0.000
XM_054368268.1,0.000,0.000,0.000,0.000,0.000
XM_054368267.1,0.000,0.000,0.000,0.000,0.000
XM_054368270.1,0.000,0.000,0.000,0.000,0.000
NM_001375961.1,21.257,0.000,47.669,0.000,0.000
NM_001375960.1,0.000,0.000,0.000,0.000,42.426
NM_001167675.2,0.000,0.000,0.000,0.000,0.000
NM_001375964.1,10.743,0.000,0.000,44.860,0.000
NM_001375968.1,0.000,32.000,0.000,0.000,0.000
NM_001375967.1,0.000,0.000,0.000,0.000,0.000
NM_001167674.2,0.000,0.000,0.000,0.000,0.000
NM_001381963.1,0.000,0.000,0.000,0.000,0.000
XM_017006062.3,0.000,0.000,0.000,0.000,0.000
NM_001381964.1,0.000,0.000,0.000,11.140,12.275
XM_047447872.1,0.000,0.000,1.314,0.000,1.299
NM_001256504.2,0.000,0.000,0.000,0.000,0.000
NM_001256502.2,0.000,0.000,0.000,0.000,0.000
NM_001256505.2,0.000,0.000,7.017,0.000,0.000
NM_001256503.2,0.000,0.000,0.000,0.000,0.000
NM_153184.4,0.000,0.000,0.000,0.000,0.000
XM_017006063.3,0.000,0.000,0.000,0.000,0.000
XM_054345952.1,0.000,0.000,0.000,0.000,0.000
XM_054345954.1,0.000,0.000,0.000,0.000,0.000
XM_054345953.1,0.000,0.000,0.000,0.000,0.000
NM_001742.4,32.000,27.334,13.878,25.846,13.907
NM_001164737.3,0.000,4.666,18.122,6.154,18.093
NM_001164738.2,0.000,0.000,0.000,0.000,0.000
NM_001370546.1,0.000,0.000,0.000,0.000,42.149
NM_001424094.1,0.000,9.672,0.000,0.000,0.000
NM_001370547.1,0.000,0.000,0.000,0.000,0.000
NM_001424096.1,0.000,0.000,0.000,0.000,0.000
NM_001424097.1,0.000,23.539,30.142,0.000,0.000
NM_001424095.1,0.000,0.000,12.881,0.000,0.000
NM_001370545.1,0.000,0.000,0.000,0.000,0.000
NM_016083.6,0.000,20.657,0.000,0.000,12.312
NM_001160226.3,0.000,0.000,0.000,0.000,0.000
NM_001365870.2,0.000,0.000,0.000,0.000,0.000
NM_001365869.2,0.000,0.000,13.193,0.000,0.000
NM_001160258.3,0.000,0.000,0.000,0.000,0.000
NM_001424098.1,0.000,0.000,0.000,0.000,0.000
XM_047418171.1,6.687,0.000,0.000,47.691,0.000
NM_001365872.2,0.000,0.000,0.000,0.000,0.000
XM_047418173.1,0.000,0.000,0.000,0.000,0.000
NM_001160259.3,0.000,0.000,0.000,0.000,0.000
NM_001365874.3,0.000,0.000,0.000,0.000,0.000
XM_047418172.1,0.000,0.000,0.000,0.000,0.000
NM_033181.4,49.100,0.000,0.000,0.000,0.000
XM_054354204.1,0.000,0.000,0.000,0.000,0.000
XM_054354206.1,0.000,0.000,0.000,0.000,0.000
XM_054354205.1,0.000,0.000,0.000,0.000,0.000
XM_005265821.4,0.000,0.000,0.000,0.000,0.000
NM_153607.3,0.000,0.000,0.000,0.000,0.000
XM_011534442.2,13.128,20.499,19.504,31.752,24.273
NM_001168394.2,0.000,0.000,0.000,0.000,0.000
NM_001168393.2,5.550,0.000,0.000,0.000,0.000
XM_047416801.1,0.000,0.000,0.000,0.000,0.000
XM_047416802.1,0.000,0.000,0.000,0.000,0.000
XM_006714822.5,0.000,0.000,0.000,0.000,0.000
XM_054351764.1,0.000,0.000,0.000,0.000,0.000
XM_054351766.1,0.000,0.000,0.000,0.000,0.000
XM_054351765.1,0.000,0.000,0.000,0.000,0.000
NR_169285.1,0.000,0.000,0.000,0.000,0.000
NR_169289.1,0.000,0.000,0.000,0.000,0.000
NR_169290.1,0.000,0.000,0.000,0.000,0.000
NR_169284.1,0.000,0.000,0.001,0.000,0.000
NR_169291.1,0.000,0.000,0.000,0.000,0.000
NR_169283.1,0.000,0.000,0.000,0.000,43.437
NR_158699.2,0.000,0.000,47.182,0.000,0.000
NR_169287.1,0.000,0.000,0.000,0.000,0.000
NR_169286.1,0.000,0.000,0.000,0.000,0.000
NR_169292.1,0.000,0.000,0.000,0.000,4.743
NR_169288.1,0.000,0.000,0.000,0.000,0.000
NM_001384615.1,0.000,0.000,0.000,0.000,0.000
NM_001384619.1,0.000,0.000,0.000,0.000,0.000
NM_001384631.1,6.788,0.000,0.000,0.000,0.000
NM_001384620.1,0.000,0.000,0.000,0.000,0.000
NM_001384618.1,0.000,0.000,0.000,0.000,0.000
NM_001384630.1,35.989,0.000,0.000,0.000,0.000
NM_001384617.1,0.000,0.000,0.000,0.000,0.000
NM_001384622.1,0.000,0.000,0.000,0.000,0.000
NM_139159.5,0.000,0.000,0.000,0.000,0.000
NM_001384629.1,0.000,0.000,0.000,28.215,0.000
NM_001384625.1,0.000,0.000,0.000,0.000,0.000
NM_001384623.1,0.000,0.000,0.000,13.467,0.000
XM_011528405.2,0.000,0.000,0.000,0.000,0.000
NM_001384626.1,0.000,0.000,0.000,0.000,0.000
NM_001384624.1,0.000,0.000,0.000,0.000,0.000
NM_001384621.1,0.000,0.000,0.000,0.000,0.000
NM_001384612.1,0.000,0.000,0.000,0.000,0.000
NM_001384627.1,0.000,0.000,0.000,0.000,0.000
NM_001384613.1,0.000,0.000,0.000,0.000,0.000
NM_001384628.1,0.000,0.000,0.000,0.000,0.000
XM_047439653.1,0.000,0.000,0.000,0.000,0.000
NM_001384614.1,0.000,45.696,0.000,0.000,0.000
NM_001384611.1,0.000,0.000,0.000,0.000,0.000
XM_047439652.1,0.000,0.000,0.000,0.000,0.000
NM_001384635.1,0.000,0.000,0.000,0.000,0.000
NM_001384638.1,0.000,0.000,0.000,0.000,0.000
NM_001384637.1,0.000,0.000,0.000,0.000,0.000
NM_001384634.1,5.578,0.000,0.000,0.000,0.000
NM_001365987.2,0.000,0.000,0.000,0.000,0.000
NM_001384633.1,0.000,0.000,0.000,0.000,0.000
NM_001384632.1,0.000,0.000,0.000,0.000,0.000
NM_001384636.1,0.000,0.000,0.000,0.000,0.000
NM_001384616.1,0.000,0.000,0.000,0.000,0.000
XM_047439654.1,0.000,0.000,0.000,0.000,0.000
NR_156761.1,1.260,3.171,0.000,0.000,0.000
XR_007064911.1,0.000,0.000,0.000,0.000,0.000
NM_001363905.1,0.000,0.000,0.000,0.000,0.000
NM_001363891.1,0.000,0.000,2.747,0.000,0.000
NM_001363898.1,0.000,0.000,0.000,0.000,0.000
NM_001363899.1,0.000,0.000,0.000,0.000,0.000
NM_001363894.1,0.000,0.000,0.000,0.000,0.000
NM_001363988.1,0.000,0.000,0.000,0.000,0.000
NM_001363896.1,0.000,0.000,0.000,0.000,0.000
NM_001363903.1,0.000,0.000,0.000,0.000,0.000
NM_001363900.1,0.000,0.000,0.000,2.043,0.000
NM_001363901.1,0.000,0.000,0.000,2.043,0.000
NM_001363897.1,0.000,0.000,0.000,0.000,0.000
XM_047434606.1,0.000,0.000,0.000,0.000,0.000
XM_047434607.1,0.000,0.000,0.000,0.000,0.000
XM_011523314.4,0.000,0.000,0.000,0.000,0.000
XM_011523316.4,0.000,0.000,0.000,0.000,0.000
XM_017023656.3,12.855,12.913,0.000,0.000,3.495
XM_024450437.2,0.000,0.000,0.000,0.000,0.000
XM_017023654.3,0.000,0.000,0.000,0.000,0.000
XM_011523315.4,0.000,0.000,0.000,0.000,0.000
XM_047434608.1,0.000,0.000,0.000,0.000,0.000
XM_017023657.3,0.000,0.000,0.000,0.000,0.000
XM_047434609.1,0.000,0.000,0.000,0.000,0.000
NM_001080432.3,0.000,0.000,0.000,0.000,0.000
XM_054313884.1,0.000,0.000,0.000,0.000,0.000
XM_054313885.1,0.000,0.000,0.000,0.000,0.000
XM_054313886.1,0.000,0.000,10.180,0.000,0.000
XM_054313889.1,0.000,0.000,0.000,0.000,0.000
XM_054313890.1,0.000,0.000,0.000,6.903,0.000
XM_054313893.1,0.000,0.000,0.000,0.000,0.000
XM_054313887.1,0.000,0.000,0.000,0.000,0.000
XM_054313888.1,0.000,0.000,0.000,0.000,0.000
XM_054313891.1,0.000,0.000,0.000,0.000,0.000
XM_054313892.1,0.000,0.000,0.000,0.000,0.000
XM_047438600.1,0.000,0.000,0.000,0.000,0.000
XM_047438599.1,0.000,0.000,0.000,17.781,0.000
XM_011526710.3,0.000,0.000,15.787,0.000,0.000
XM_011526709.3,0.000,0.000,13.068,0.000,11.248
NM_000164.4,20.836,0.000,0.000,0.000,0.000
XM_011526713.3,0.000,0.000,0.000,0.000,12.912
NM_001308418.2,0.000,34.334,0.000,0.000,0.000
XM_047438601.1,0.000,0.000,5.342,5.468,0.000
XM_011526716.3,0.000,0.000,0.000,0.000,15.990
XM_047438602.1,0.000,0.000,0.000,0.000,0.000
XM_047438603.1,0.000,0.000,0.000,0.000,0.000
XM_011526715.3,0.000,0.000,0.000,0.000,0.000
XM_054320524.1,0.000,0.000,0.000,0.000,0.000
XM_054320523.1,0.000,0.000,0.000,19.045,0.000
XM_054320521.1,0.000,0.000,0.000,0.000,0.000
XM_054320520.1,0.000,0.000,0.000,0.000,0.000
XM_054320525.1,0.000,0.000,0.000,0.000,0.000
XM_054320526.1,0.000,0.000,0.000,0.000,0.000
XM_054320528.1,15.887,0.000,0.000,0.000,0.000
XM_054320529.1,0.000,0.000,0.000,0.000,0.000
XM_054320530.1,0.000,0.000,0.000,0.000,0.000
XM_054320522.1,0.000,0.000,0.000,0.000,0.000
XM_054320527.1,0.000,0.000,0.000,0.000,0.000
NM_194251.3,61.464,64.379,64.966,58.630,65.970
NM_006794.4,35.253,43.993,40.585,45.084,41.528
NM_001244189.2,0.000,0.000,0.000,0.000,0.000
NM_001244190.2,0.000,0.000,21.621,0.000,0.000
NM_001244192.2,0.000,0.000,0.000,0.000,0.000
NM_001244191.2,0.000,0.000,0.000,0.000,10.973
XM_047432009.1,0.000,0.000,0.000,0.000,0.000
XM_024449779.2,0.000,0.000,0.000,0.000,0.000
XM_024449781.2,0.000,0.000,0.000,0.000,0.000
XM_047432000.1,0.000,0.000,0.000,0.000,0.000
XM_047432003.1,0.000,0.000,0.000,0.000,0.000
XM_047432006.1,13.912,0.000,0.000,0.000,0.000
XM_024449780.2,0.000,0.000,0.000,0.000,0.000
XM_024449791.2,0.000,0.000,0.000,0.000,0.000
NM_001329944.2,0.000,0.000,0.000,0.000,0.000
NM_001329943.3,0.000,0.000,0.000,0.000,0.000
NM_001329946.2,0.000,0.000,0.000,0.000,0.000
XM_047432001.1,0.000,0.000,0.000,0.000,0.000
NM_001329947.2,0.000,0.000,0.000,0.000,0.000
XM_047432012.1,0.000,0.000,0.000,0.000,0.000
NM_014749.5,0.000,0.000,0.000,10.787,0.000
XM_047432002.1,0.000,27.055,0.000,0.000,0.000
NM_001364701.2,0.000,0.000,0.000,0.000,0.000
NM_001329945.2,0.000,0.000,0.000,0.000,0.000
XM_047432004.1,12.606,0.000,0.000,0.000,0.000
XM_047432010.1,0.000,0.000,0.000,0.000,0.000
XM_047432007.1,0.000,0.000,0.000,0.000,0.000
XM_047432013.1,0.000,0.000,0.000,2.545,0.000
XM_047432008.1,0.000,0.000,0.000,0.000,0.000
XM_047432014.1,0.000,0.000,0.000,0.000,0.000
XM_047432005.1,0.000,0.000,0.000,0.000,0.000
XM_047432011.1,0.000,0.000,0.000,0.000,0.000
XM_047432015.1,0.000,0.000,0.000,0.000,0.000
NM_001364700.1,0.000,0.000,0.000,0.000,0.000
XM_024449787.2,0.000,0.000,0.000,0.000,0.000
NM_001244193.2,0.000,0.000,0.000,0.000,9.088
XM_054377121.1,0.000,0.000,0.000,0.000,0.000
XM_054377128.1,0.000,0.000,0.000,0.000,0.000
XM_054377116.1,0.000,0.000,0.000,0.000,0.000
XM_054377118.1,0.000,0.000,0.000,0.000,0.000
XM_054377119.1,0.000,0.000,0.000,0.000,0.000
XM_054377122.1,0.000,0.000,0.000,0.000,0.000
XM_054377125.1,0.000,0.000,0.000,0.000,0.000
XM_054377117.1,0.000,0.000,0.000,0.000,0.000
XM_054377136.1,0.000,0.000,0.000,0.000,0.000
XM_054377120.1,0.000,0.000,0.000,0.000,0.000
XM_054377131.1,0.000,0.000,0.000,0.000,0.000
XM_054377123.1,0.000,0.000,0.000,0.000,0.000
XM_054377129.1,0.000,0.000,0.000,0.000,0.000
XM_054377126.1,0.000,0.000,0.000,0.000,0.000
XM_054377132.1,0.000,0.000,0.000,0.000,0.000
XM_054377127.1,0.000,0.000,0.000,0.000,0.000
XM_054377133.1,0.000,0.000,0.000,0.000,0.000
XM_054377124.1,0.000,0.000,0.000,0.000,0.000
XM_054377130.1,0.000,0.000,0.000,0.000,0.000
XM_054377135.1,0.000,0.000,0.000,0.000,0.000
XM_054377134.1,0.000,0.000,0.000,0.000,0.000
XR_938783.2,0.000,0.000,0.000,0.000,0.000
XM_047416253.1,0.000,0.000,0.000,0.000,0.000
XM_047416259.1,0.000,0.000,0.000,0.000,0.000
XM_047416258.1,0.000,0.000,0.000,0.000,0.000
XM_047416255.1,0.000,0.000,0.000,0.000,0.000
XM_047416252.1,0.000,0.000,0.000,0.000,0.000
XM_047416268.1,0.000,0.000,0.000,0.000,7.201
XM_047416256.1,0.000,0.000,0.000,0.000,0.000
XM_047416262.1,11.906,0.000,0.000,0.000,0.000
XM_047416251.1,0.000,0.000,0.000,0.000,0.000
XM_047416257.1,0.000,0.000,0.000,0.000,0.000
XM_047416263.1,0.000,0.000,0.000,0.000,0.000
XM_047416254.1,0.000,0.000,0.000,0.000,0.000
XM_011532320.4,0.000,0.000,0.000,0.000,0.000
XM_047416260.1,0.000,0.854,0.000,8.349,0.000
NM_001384125.1,0.000,0.000,0.000,0.000,0.000
XM_011532325.2,0.000,0.000,0.000,0.000,0.000
XM_011532324.2,0.000,0.000,0.000,0.000,0.000
XM_047416265.1,0.000,0.000,0.000,0.000,0.000
XM_005263282.2,0.000,0.000,0.000,0.000,0.000
XM_017008695.2,0.000,0.000,0.000,0.000,0.000
XM_005263287.2,0.000,0.000,0.000,0.000,0.000
XM_017008697.2,0.000,0.000,0.000,0.000,0.000
XM_011532323.2,0.000,0.000,0.000,0.000,0.000
XM_047416266.1,0.000,0.000,0.000,0.000,0.000
XM_047416267.1,0.000,0.000,0.000,0.000,0.000
XM_047416271.1,0.000,0.000,0.000,0.000,0.000
XM_011532326.2,0.000,0.000,0.000,0.000,0.000
XM_011532322.2,0.000,0.000,0.000,0.000,0.000
XM_006714344.2,0.000,0.000,0.000,0.000,0.000
XM_047416269.1,0.000,0.000,0.000,0.000,0.000
XM_047416261.1,0.000,0.000,0.000,0.000,0.000
XM_047416270.1,0.000,0.000,0.000,0.000,0.000
XM_047416273.1,0.000,0.000,0.000,0.000,0.000
XM_047416275.1,0.000,0.000,0.000,0.000,0.000
XM_047416276.1,0.000,0.000,0.000,0.000,0.000
XM_047416277.1,0.000,0.000,0.000,0.000,0.000
XM_017008699.2,0.000,14.144,0.000,0.000,0.000
NM_015312.4,0.000,0.000,0.000,0.000,0.000
XM_047416264.1,0.000,0.000,0.000,0.000,0.000
XM_047416272.1,0.000,0.000,8.461,0.000,0.000
XM_011532330.2,0.000,0.000,0.000,0.000,0.000
XM_024454243.1,0.000,0.000,0.000,0.000,0.000
XM_017008698.2,0.000,0.000,0.000,0.000,0.000
XM_054350987.1,0.000,0.000,0.000,0.000,0.000
XM_054350999.1,0.000,0.000,0.000,0.000,0.000
XM_054350993.1,0.000,0.000,0.000,0.000,0.000
XM_054350992.1,0.000,0.000,0.000,0.000,0.000
XM_054350986.1,0.000,0.000,0.000,0.000,0.000
XM_054351010.1,0.000,0.000,0.000,0.000,7.201
XM_054350990.1,0.000,0.000,0.000,0.000,0.000
XM_054351001.1,11.906,0.000,0.000,0.000,0.000
XM_054350985.1,0.000,0.000,0.000,0.000,0.000
XM_054350991.1,0.000,0.000,0.000,0.000,0.000
XM_054351002.1,0.000,0.000,0.000,0.000,0.000
XM_054350988.1,0.000,0.000,0.000,0.000,0.000
XM_054350984.1,0.000,0.000,0.000,0.000,0.000
XM_054350998.1,0.000,0.854,0.000,8.349,0.000
XM_054350996.1,0.000,0.000,0.000,0.000,0.000
XM_054350995.1,0.000,0.000,0.000,0.000,0.000
XM_054351004.1,0.000,0.000,0.000,0.000,0.000
XM_054351005.1,0.000,0.000,0.000,0.000,0.000
XM_054351008.1,0.000,0.000,0.000,0.000,0.000
XM_054351007.1,0.000,0.000,0.000,0.000,0.000
XM_054351012.1,0.000,0.000,0.000,0.000,0.000
XM_054350994.1,0.000,0.000,0.000,0.000,0.000
XM_054351006.1,0.000,0.000,0.000,0.000,0.000
XM_054351009.1,0.000,0.000,0.000,0.000,0.000
XM_054351014.1,0.000,0.000,0.000,0.000,0.000
XM_054350997.1,0.000,0.000,0.000,0.000,0.000
XM_054350989.1,0.000,0.000,0.000,0.000,0.000
XM_054351024.1,0.000,0.000,0.000,0.000,0.000
XM_054351011.1,0.000,0.000,0.000,0.000,0.000
XM_054351000.1,0.000,0.000,0.000,0.000,0.000
XM_054351013.1,0.000,0.000,0.000,0.000,0.000
XM_054351003.1,0.000,0.000,0.000,0.000,0.000
XM_054351015.1,0.000,0.000,8.461,0.000,0.000
XM_054351017.1,0.000,0.000,0.000,0.000,0.000
XM_054351018.1,0.000,0.000,0.000,0.000,0.000
XM_054351019.1,0.000,0.000,0.000,0.000,0.000
XM_011538224.4,0.000,0.000,0.000,0.000,0.000
NM_173598.6,0.000,0.000,29.016,52.064,21.956
XM_011538225.4,42.056,0.000,0.000,0.000,0.000
XM_017019210.3,0.000,29.381,0.000,0.000,0.000
XM_017019208.3,0.000,0.000,0.000,0.000,0.000
XM_011538226.4,0.000,12.217,0.000,0.000,0.000
XM_011538229.4,0.000,0.000,21.927,0.000,5.715
XM_017019209.3,0.000,0.000,0.000,0.000,0.000
XM_054371839.1,0.000,0.000,0.000,0.000,24.925
XM_054371841.1,0.000,0.000,0.000,0.000,0.000
XM_054371845.1,0.000,0.000,0.000,0.000,0.000
XM_054371840.1,0.000,0.000,0.000,0.000,0.000
XM_054371842.1,0.000,0.000,0.000,0.000,0.000
XM_054371844.1,0.000,0.000,0.000,8.080,0.000
XM_054371843.1,0.000,0.000,0.000,0.000,0.000
NM_000230.3,0.000,0.000,69.345,22.978,44.633
XM_005250340.6,16.299,31.159,0.000,47.356,21.961
XM_054358206.1,0.000,0.000,0.000,0.000,0.000
NM_001003679.3,0.000,0.000,0.000,0.000,0.000
NM_001003680.3,53.739,0.000,0.000,0.000,0.000
NM_002303.6,0.000,41.926,9.272,6.201,0.000
NM_001198689.2,17.587,3.267,0.000,7.352,7.025
NM_001198687.2,0.000,0.000,0.000,0.000,0.000
NM_001198688.1,0.000,16.691,0.000,0.000,4.226
NM_005912.3,7.366,5.653,30.747,16.285,25.139
XM_017010220.2,0.000,0.000,0.000,0.000,0.000
XM_017010221.3,0.000,0.000,0.000,2.521,0.001
NM_001346542.2,0.000,0.000,0.000,0.000,0.000
XM_047418132.1,0.000,0.000,0.000,31.854,0.000
NM_001346543.2,0.000,0.000,28.328,0.000,0.000
NM_138409.4,25.130,38.467,0.000,0.000,1.357
NM_001346541.2,0.000,0.000,0.000,0.000,0.000
NM_001346544.2,0.000,0.000,0.000,0.000,0.000
XM_047418133.1,21.064,0.000,8.415,0.000,0.000
XM_054354133.1,0.000,0.000,0.000,0.000,43.864
NR_045259.2,0.000,0.000,22.368,0.000,0.000
XM_047425977.1,0.000,0.000,0.000,0.000,0.000
XM_006717525.3,0.000,30.023,0.000,0.000,22.084
XM_006717524.3,0.000,0.000,0.000,0.000,0.000
XM_017016865.3,0.000,0.000,0.000,0.000,0.000
NM_001244973.2,0.000,0.000,0.000,0.000,0.000
XM_047425976.1,0.000,0.000,0.000,0.000,0.000
NM_001244972.2,0.000,0.000,0.000,0.000,0.000
NM_001330068.2,0.000,0.000,0.000,0.000,0.000
NM_003873.7,0.000,0.000,0.000,0.000,0.000
XM_006717522.3,0.000,0.000,0.000,0.000,0.000
XM_006717521.3,0.000,0.000,0.000,0.000,0.000
XM_047425978.1,18.328,0.000,0.000,11.559,0.000
XM_011519756.3,0.000,0.000,0.000,0.000,0.000
XM_011519755.4,0.000,0.000,0.000,0.000,0.000
XM_006717526.3,0.000,0.000,0.000,0.000,0.000
NM_001024629.3,0.000,0.000,0.000,0.000,0.000
NM_001024628.3,0.000,0.000,0.000,0.000,0.000
XM_054367078.1,4.482,0.000,1.366,7.264,0.000
XM_054367073.1,0.000,0.000,0.000,0.000,0.000
XM_054367076.1,0.000,0.000,0.000,0.000,0.000
XM_054367081.1,0.000,0.000,0.000,0.000,0.000
XM_054367077.1,0.000,0.000,0.000,0.000,0.000
XM_054367072.1,0.000,0.000,0.000,0.000,0.000
XM_054367089.1,0.000,0.000,0.000,0.000,0.000
